Year,Variable,Unit,Commodity,Fresh,Processed,Total
1985,Vegetables,Pounds,Tomatoes,14.85157633,63.23004968,78.08162601
1986,Vegetables,Pounds,Tomatoes,15.79526784,63.61607027,79.41133811
1987,Vegetables,Pounds,Tomatoes,15.84982537,65.20155614,81.05138151
1988,Vegetables,Pounds,Tomatoes,16.83324695,61.29092404,78.12417099
1989,Vegetables,Pounds,Tomatoes,16.84340567,69.39730834,86.24071401
1990,Vegetables,Pounds,Tomatoes,15.52300636,75.31275527,90.83576163
1991,Vegetables,Pounds,Tomatoes,15.36140874,77.108692,92.47010074
1992,Vegetables,Pounds,Tomatoes,15.44600589,73.31541819,88.76142407
1993,Vegetables,Pounds,Tomatoes,16.30273649,75.77532328,92.07805977
1994,Vegetables,Pounds,Tomatoes,16.2123773,76.2805805,92.4929578
1995,Vegetables,Pounds,Tomatoes,16.8424815,74.56271797,91.40519947
1996,Vegetables,Pounds,Tomatoes,17.40330254,73.44656361,90.84986615
1997,Vegetables,Pounds,Tomatoes,17.29497931,72.57210527,89.86708458
1998,Vegetables,Pounds,Tomatoes,18.49697488,74.02979934,92.52677422
1999,Vegetables,Pounds,Tomatoes,19.06802064,71.18507741,90.25309806
2000,Vegetables,Pounds,Tomatoes,18.98483483,70.13915542,89.12399025
2001,Vegetables,Pounds,Tomatoes,19.20305346,65.52960257,84.73265603
2002,Vegetables,Pounds,Tomatoes,20.31147626,69.33676081,89.64823706
2003,Vegetables,Pounds,Tomatoes,19.4117399,69.82717967,89.23891958
2004,Vegetables,Pounds,Tomatoes,19.94980234,70.5352733,90.48507564
2005,Vegetables,Pounds,Tomatoes,20.15119761,73.70717231,93.85836992
2006,Vegetables,Pounds,Tomatoes,19.77028698,64.50941147,84.27969845
2007,Vegetables,Pounds,Tomatoes,19.20830536,68.69427348,87.90257884
2008,Vegetables,Pounds,Tomatoes,18.51358986,67.11039365,85.62398351
2009,Vegetables,Pounds,Tomatoes,19.58932609,70.27572325,89.86504934
2010,Vegetables,Pounds,Tomatoes,20.551412,70.75149635,91.30290835
2011,Vegetables,Pounds,Tomatoes,20.9608336,65.72338214,86.68421574
2012,Vegetables,Pounds,Tomatoes,20.78041339,66.5106333,87.29104669
2013,Vegetables,Pounds,Tomatoes,20.22721286,65.93599964,86.1632125
2014,Vegetables,Pounds,Tomatoes,20.61672256,67.30719887,87.92392143
2015,Vegetables,Pounds,Tomatoes,20.54227919,56.26338471,76.8056639
2016,Vegetables,Pounds,Tomatoes,20.35684973,61.48321582,81.84006555
2017,Vegetables,Pounds,Tomatoes,20.27492773,73.2558591,93.53078683
1970,Vegetables,Pounds,Turnip greens,,,
1971,Vegetables,Pounds,Turnip greens,,,
1972,Vegetables,Pounds,Turnip greens,,,
1973,Vegetables,Pounds,Turnip greens,,,
1974,Vegetables,Pounds,Turnip greens,,,
1975,Vegetables,Pounds,Turnip greens,,,
1976,Vegetables,Pounds,Turnip greens,,,
1977,Vegetables,Pounds,Turnip greens,,,
1978,Vegetables,Pounds,Turnip greens,,,
1979,Vegetables,Pounds,Turnip greens,,,
1980,Vegetables,Pounds,Turnip greens,,,
1981,Vegetables,Pounds,Turnip greens,,,
1982,Vegetables,Pounds,Turnip greens,,,
1983,Vegetables,Pounds,Turnip greens,,,
1984,Vegetables,Pounds,Turnip greens,,,
1985,Vegetables,Pounds,Turnip greens,,,
1986,Vegetables,Pounds,Turnip greens,,,
1987,Vegetables,Pounds,Turnip greens,,,
1988,Vegetables,Pounds,Turnip greens,,,
1989,Vegetables,Pounds,Turnip greens,,,
1990,Vegetables,Pounds,Turnip greens,,,
1991,Vegetables,Pounds,Turnip greens,,,
1992,Vegetables,Pounds,Turnip greens,,,
1993,Vegetables,Pounds,Turnip greens,,,
1994,Vegetables,Pounds,Turnip greens,,,
1995,Vegetables,Pounds,Turnip greens,,,
1996,Vegetables,Pounds,Turnip greens,,,
1997,Vegetables,Pounds,Turnip greens,0.528243536,,0.528243536
1998,Vegetables,Pounds,Turnip greens,0.514791301,,0.514791301
1999,Vegetables,Pounds,Turnip greens,0.513932299,,0.513932299
2000,Vegetables,Pounds,Turnip greens,0.515253997,,0.515253997
2001,Vegetables,Pounds,Turnip greens,0.414988634,,0.414988634
2002,Vegetables,Pounds,Turnip greens,0.457861139,,0.457861139
2003,Vegetables,Pounds,Turnip greens,0.522547964,,0.522547964
2004,Vegetables,Pounds,Turnip greens,0.508034498,,0.508034498
2005,Vegetables,Pounds,Turnip greens,0.443286749,,0.443286749
2006,Vegetables,Pounds,Turnip greens,0.529637278,,0.529637278
2007,Vegetables,Pounds,Turnip greens,0.457999358,,0.457999358
2008,Vegetables,Pounds,Turnip greens,0.369599828,,0.369599828
2009,Vegetables,Pounds,Turnip greens,0.343395797,,0.343395797
2010,Vegetables,Pounds,Turnip greens,0.336921722,,0.336921722
2011,Vegetables,Pounds,Turnip greens,0.318103359,,0.318103359
2012,Vegetables,Pounds,Turnip greens,0.251357354,,0.251357354
2013,Vegetables,Pounds,Turnip greens,0.231057451,,0.231057451
2014,Vegetables,Pounds,Turnip greens,0.393439452,,0.393439452
2015,Vegetables,Pounds,Turnip greens,0.273922551,,0.273922551
2016,Vegetables,Pounds,Turnip greens,0.218210819,,0.218210819
2017,Vegetables,Pounds,Turnip greens,0.22911374,,0.22911374
